"DOClass"	"Disease"	"DiseaseClass"	"EvidenceIndexGDA"	"EvidenceLevelGDA"	"FirstRef"	"Gene"	"GeneDPI"	"GeneDSI"	"GeneFullName"	"GenePLI"	"HPOClass"	"LastRef"	"NumDiseasesAssociatedToGene"	"NumGenesDisease"	"NumPMIDs"	"NumVariantsAssociatedToGene"	"NumVariantsDisease"	"NumVariantsGDA"	"PathwayIDs"	"PathwayNames"	"ProteinClass"	"ScoreGDA"	"SemanticType"	"Type"	"UnitProt"	"diseaseUMLSCUI"	"geneEnsemblIDs"	"geneNcbiID"	"geneNcbiType"	"numCTs"	"numChemsIncludedInEvidences"	"numPMIDSWithChemsIncludedInEvidences"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"SLC22A18"	"0.71"	"0.63"	"solute carrier family 22 member 18"	"1.1174E-11"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"15"	"280"	"6"	"9"	"238"	"0"	"R-HSA-1643685,R-HSA-382551"	"Disease,Transport of small molecules"	"Transporter"	"0.45"	"Neoplastic Process (T191)"	"disease"	"E9PRM7,Q96BI1"	"C0152013"	"ENSG00000110628"	"5002"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"AXIN2"	"0.75"	"0.5"	"axin 2"	"0.99999"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"32"	"280"	"0"	"1192"	"238"	"0"	"R-HSA-162582,R-HSA-392499"	"Signal Transduction,Metabolism of proteins"	""	"0.45"	"Neoplastic Process (T191)"	"disease"	"E7ES00,Q9Y2T1"	"C0152013"	"ENSG00000168646"	"8313"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"MAP4K4"	"0.83"	"0.54"	"mitogen-activated protein kinase kinase kinase kinase 4"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"7"	"280"	"0"	"9"	"238"	"0"	"R-HSA-8953897"	"Cellular responses to stimuli"	"Kinase"	"0.45"	"Neoplastic Process (T191)"	"disease"	"E7EN19,O95819,V9HWH3,B7Z3V5"	"C0152013"	"ENSG00000071054"	"9448"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"SULT1A1"	"0.88"	"0.54"	"sulfotransferase family 1A member 1"	"1.425E-12"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"30"	"280"	"0"	"9"	"238"	"0"	"R-HSA-1430728,R-HSA-9748784"	"Metabolism,Drug ADME"	""	"0.45"	"Neoplastic Process (T191)"	"disease"	"P50225"	"C0152013"	"ENSG00000196502"	"6817"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"PTPRJ"	"0.88"	"0.54"	"protein tyrosine phosphatase receptor type J"	"1.2654E-35"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"11"	"280"	"0"	"22"	"238"	"0"	"R-HSA-162582,R-HSA-168256"	"Signal Transduction,Immune System"	"Enzyme"	"0.45"	"Neoplastic Process (T191)"	"disease"	"Q9NPR5,Q12913"	"C0152013"	"ENSG00000149177"	"5795"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"ADGRG6"	"0.67"	"0.59"	"adhesion G protein-coupled receptor G6"	"0.16311"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"12"	"280"	"6"	"27"	"238"	"0"	"R-HSA-1266738"	"Developmental Biology"	"G-protein coupled receptor"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q86SQ4"	"C0152013"	"ENSG00000112414"	"57211"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"ADAM19"	"0.67"	"0.63"	"ADAM metallopeptidase domain 19"	"2.6245E-13"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"4"	"280"	"6"	"18"	"238"	"0"	"R-HSA-1474244,R-HSA-1500931"	"Extracellular matrix organization,Cell-Cell communication"	"Enzyme"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q9H013,Q8TBU7"	"C0152013"	"ENSG00000135074"	"8728"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"ADAMTSL3"	"0.63"	"0.65"	"ADAMTS like 3"	"2.5841E-20"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"4"	"280"	"6"	"62"	"238"	"0"	"R-HSA-1643685,R-HSA-392499"	"Disease,Metabolism of proteins"	"Enzyme"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P82987"	"C0152013"	"ENSG00000156218"	"57188"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"CD163"	"0.92"	"0.41"	"CD163 molecule"	"5.0078E-4"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"12"	"280"	"6"	"6"	"238"	"0"	"R-HSA-1643685,R-HSA-5653656"	"Disease,Vesicle-mediated transport"	"Enzyme"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q86VB7"	"C0152013"	"ENSG00000177575"	"9332"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"RIN3"	"0.67"	"0.64"	"Ras and Rab interactor 3"	"1.5708E-10"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"3"	"280"	"6"	"26"	"238"	"0"	"R-HSA-5653656"	"Vesicle-mediated transport"	"Enzyme modulator"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q6ZRC2,Q8TB24,Q6NSK7,Q86U22"	"C0152013"	"ENSG00000100599"	"79890"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"LOC130002133"	"0.21"	"0.83"	"ATAC-STARR-seq lymphoblastoid silent region 20071"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"7"	"280"	"6"	"0"	"238"	"0"	""	""	""	"0.4"	"Neoplastic Process (T191)"	"disease"	""	"C0152013"	""	"130002133"	"biological-region"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"HTR4"	"0.67"	"0.54"	"5-hydroxytryptamine receptor 4"	"0.083675"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"13"	"280"	"6"	"14"	"238"	"0"	"R-HSA-162582"	"Signal Transduction"	"G-protein coupled receptor"	"0.4"	"Neoplastic Process (T191)"	"disease"	"A0A2D3FAF9,Q13639"	"C0152013"	"ENSG00000164270"	"3360"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"FAM13A"	"0.79"	"0.6"	"family with sequence similarity 13 member A"	"6.1935E-10"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"7"	"280"	"6"	"93"	"238"	"0"	"R-HSA-162582"	"Signal Transduction"	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"O94988"	"C0152013"	"ENSG00000138640"	"10144"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"FPR2"	"0.88"	"0.53"	"formyl peptide receptor 2"	"0.07871"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"2"	"280"	"6"	"0"	"238"	"0"	"R-HSA-162582,R-HSA-168256"	"Signal Transduction,Immune System"	"G-protein coupled receptor"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P25090"	"C0152013"	"ENSG00000171049"	"2358"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"EGFR-AS1"	"0.33"	"0.68"	"EGFR antisense RNA 1"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"10"	"280"	"5"	"24"	"238"	"4"	""	""	""	"0.4"	"Neoplastic Process (T191)"	"disease"	""	"C0152013"	"ENSG00000224057"	"100507500"	"ncRNA"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2018"	"ALOX12B"	"0.71"	"0.55"	"arachidonate 12-lipoxygenase, 12R type"	"3.541E-10"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"27"	"280"	"1"	"197"	"238"	"0"	"R-HSA-1430728"	"Metabolism"	"Enzyme"	"0.4"	"Neoplastic Process (T191)"	"disease"	"O75342"	"C0152013"	"ENSG00000179477"	"242"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"EIF3E"	"0.54"	"0.64"	"eukaryotic translation initiation factor 3 subunit E"	"2.8106E-4"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"2"	"238"	"0"	"R-HSA-392499"	"Metabolism of proteins"	"Nucleic acid binding"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P60228"	"C0152013"	"ENSG00000104408"	"3646"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"TIMM8A"	"0.83"	"0.54"	"translocase of inner mitochondrial membrane 8A"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"6"	"280"	"1"	"22"	"238"	"0"	"R-HSA-9609507"	"Protein localization"	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"O60220,A0A2R8YDA8"	"C0152013"	"ENSG00000126953"	"1678"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2010"	"ALDOA"	"0.71"	"0.58"	"aldolase, fructose-bisphosphate A"	"2.32E-5"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2010"	"6"	"280"	"1"	"58"	"238"	"0"	""	""	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"V9HWN7,P04075"	"C0152013"	"ENSG00000149925"	"226"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"MRPS5"	"0.38"	"0.73"	"mitochondrial ribosomal protein S5"	"2.1845E-6"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"0"	"238"	"0"	"R-HSA-392499"	"Metabolism of proteins"	"Nucleic acid binding"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P82675,A0A8Q3SIP9"	"C0152013"	"ENSG00000144029"	"64969"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2010"	"TF"	"0.92"	"0.37"	"transferrin"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2010"	"38"	"280"	"1"	"73"	"238"	"0"	"R-HSA-109582,R-HSA-382551,R-HSA-392499,R-HSA-5653656"	"Hemostasis,Transport of small molecules,Metabolism of proteins,Vesicle-mediated transport"	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"A0PJA6,Q06AH7,P02787"	"C0152013"	"ENSG00000091513"	"7018"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"UCK2"	"0.75"	"0.62"	"uridine-cytidine kinase 2"	"0.99745"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"3"	"280"	"1"	"2"	"238"	"0"	"R-HSA-1430728"	"Metabolism"	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q9BZX2"	"C0152013"	"ENSG00000143179"	"7371"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2014"	"EIF2B4"	"0.58"	"0.64"	"eukaryotic translation initiation factor 2B subunit delta"	"7.1298E-5"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2014"	"11"	"280"	"1"	"55"	"238"	"0"	"R-HSA-392499"	"Metabolism of proteins"	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"B4DUP5,Q9HBP7,E7ERK9,F8W8L6,Q9UI10,Q71US4"	"C0152013"	"ENSG00000115211"	"8890"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"RCL1"	"0.46"	"0.74"	"RNA terminal phosphate cyclase like 1"	"0.01458"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"3"	"280"	"1"	"19"	"238"	"0"	"R-HSA-8953854"	"Metabolism of RNA"	"Enzyme"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q9Y2P8,Q5VZU3"	"C0152013"	"ENSG00000120158"	"10171"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"TOMM40"	"0.83"	"0.5"	"translocase of outer mitochondrial membrane 40"	"0.99571"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"7"	"280"	"1"	"48"	"238"	"0"	"R-HSA-9609507,R-HSA-9612973"	"Protein localization,Autophagy"	"Transporter"	"0.4"	"Neoplastic Process (T191)"	"disease"	"O96008"	"C0152013"	"ENSG00000130204"	"10452"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"NOP56"	"0.54"	"0.67"	"NOP56 ribonucleoprotein"	"3.3762E-5"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"7"	"280"	"1"	"13"	"238"	"0"	"R-HSA-392499,R-HSA-8953854"	"Metabolism of proteins,Metabolism of RNA"	"Nucleic acid binding"	"0.4"	"Neoplastic Process (T191)"	"disease"	"O00567"	"C0152013"	"ENSG00000101361"	"10528"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"FBL"	"0.54"	"0.66"	"fibrillarin"	"0.9994"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"4"	"280"	"1"	"0"	"238"	"0"	"R-HSA-8953854"	"Metabolism of RNA"	"Enzyme"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P22087"	"C0152013"	"ENSG00000105202"	"2091"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"CCT5"	"0.67"	"0.64"	"chaperonin containing TCP1 subunit 5"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"8"	"280"	"1"	"102"	"238"	"0"	"R-HSA-1852241,R-HSA-392499"	"Organelle biogenesis and maintenance,Metabolism of proteins"	"Chaperone"	"0.4"	"Neoplastic Process (T191)"	"disease"	"B4DX08,E7ENZ3,V9HW37,B7ZAR1,E9PCA1,B4DYC8,P48643,B4DDU6"	"C0152013"	"ENSG00000150753"	"22948"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2018"	"ALOX5"	"0.88"	"0.44"	"arachidonate 5-lipoxygenase"	"7.4893E-17"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"38"	"280"	"1"	"5"	"238"	"0"	"R-HSA-1430728,R-HSA-168256"	"Metabolism,Immune System"	"Enzyme"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P09917"	"C0152013"	"ENSG00000012779"	"240"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"RANGRF"	"0.17"	"0.71"	"RAN guanine nucleotide release factor"	"3.8292E-5"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"4"	"280"	"1"	"39"	"238"	"0"	""	""	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q9HD47"	"C0152013"	"ENSG00000108961"	"29098"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2010"	"ANXA5"	"0.79"	"0.47"	"annexin A5"	"3.4484E-9"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2010"	"14"	"280"	"1"	"5"	"238"	"0"	"R-HSA-109582"	"Hemostasis"	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"P08758,V9HWE0"	"C0152013"	"ENSG00000164111"	"308"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"IPO5"	"0.67"	"0.68"	"importin 5"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"3"	"280"	"1"	"1"	"238"	"0"	""	""	"Enzyme modulator"	"0.4"	"Neoplastic Process (T191)"	"disease"	"B3KWG6,Q9BVS9,O00410"	"C0152013"	"ENSG00000065150"	"3843"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"SLC19A1"	"0.88"	"0.51"	"solute carrier family 19 member 1"	"1.1457E-15"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"39"	"280"	"1"	"81"	"238"	"0"	"R-HSA-1430728"	"Metabolism"	"Transporter"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P41440"	"C0152013"	"ENSG00000173638"	"6573"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"SMARCC1"	"0.83"	"0.59"	"SWI/SNF related BAF chromatin remodeling complex subunit C1"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"9"	"280"	"1"	"19"	"238"	"0"	"R-HSA-1266738,R-HSA-4839726,R-HSA-74160"	"Developmental Biology,Chromatin organization,Gene expression (Transcription)"	"Enzyme"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q58EY4,Q92922"	"C0152013"	"ENSG00000173473"	"6599"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"ANP32A"	"0.83"	"0.64"	"acidic nuclear phosphoprotein 32 family member A"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"4"	"280"	"1"	"1"	"238"	"0"	"R-HSA-8953854"	"Metabolism of RNA"	"Enzyme modulator"	"0.4"	"Neoplastic Process (T191)"	"disease"	"A0A384P5U2,P39687"	"C0152013"	"ENSG00000140350"	"8125"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"DOT1L"	"0.79"	"0.56"	"DOT1 like histone lysine methyltransferase"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"6"	"280"	"1"	"24"	"238"	"0"	"R-HSA-4839726"	"Chromatin organization"	"Epigenetic regulator"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q8TEK3"	"C0152013"	"ENSG00000104885"	"84444"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"GAR1"	"0.38"	"0.78"	"GAR1 ribonucleoprotein"	"0.15736"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"4"	"280"	"1"	"0"	"238"	"0"	""	""	"Nucleic acid binding"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q9NY12"	"C0152013"	"ENSG00000109534"	"54433"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"PIGN"	"0.88"	"0.52"	"phosphatidylinositol glycan anchor biosynthesis class N"	"1.483E-9"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"8"	"280"	"1"	"350"	"238"	"0"	"R-HSA-392499"	"Metabolism of proteins"	"Extracellular structure"	"0.4"	"Neoplastic Process (T191)"	"disease"	"A0A1W2PQA9,O95427"	"C0152013"	"ENSG00000197563"	"23556"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"TIMM10"	"0.25"	"0.81"	"translocase of inner mitochondrial membrane 10"	"2.9883E-6"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"3"	"280"	"1"	"1"	"238"	"0"	"R-HSA-392499,R-HSA-9609507"	"Metabolism of proteins,Protein localization"	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"P62072"	"C0152013"	"ENSG00000134809"	"26519"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2010"	"HSD17B10"	"0.83"	"0.55"	"hydroxysteroid 17-beta dehydrogenase 10"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2010"	"11"	"280"	"1"	"21"	"238"	"0"	""	""	"Enzyme"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q99714,A0A0S2Z410"	"C0152013"	"ENSG00000072506"	"3028"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"HK1"	"0.88"	"0.45"	"hexokinase 1"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"31"	"280"	"1"	"48"	"238"	"0"	"R-HSA-1430728,R-HSA-1643685,R-HSA-392499"	"Metabolism,Disease,Metabolism of proteins"	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"A8K7J7,Q59FD4,B3KXY9,A0A994J753,P78542,P19367"	"C0152013"	"ENSG00000156515"	"3098"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"RPL10A"	"0.54"	"0.7"	"ribosomal protein L10a"	"0.17167"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"7"	"238"	"0"	"R-HSA-1266738,R-HSA-1430728,R-HSA-1643685,R-HSA-392499,R-HSA-8953854,R-HSA-8953897"	"Developmental Biology,Metabolism,Disease,Metabolism of proteins,Metabolism of RNA,Cellular responses to stimuli"	"Nucleic acid binding"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P62906"	"C0152013"	"ENSG00000198755"	"4736"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"STRBP"	"0.33"	"0.77"	"spermatid perinuclear RNA binding protein"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"3"	"280"	"1"	"16"	"238"	"0"	""	""	"Nucleic acid binding"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q96SI9,V9HWK4"	"C0152013"	"ENSG00000165209"	"55342"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"RPL36A"	"0.08"	"0.82"	"ribosomal protein L36a"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"0"	"238"	"0"	"R-HSA-1266738,R-HSA-1430728,R-HSA-1643685,R-HSA-392499,R-HSA-8953854,R-HSA-8953897"	"Developmental Biology,Metabolism,Disease,Metabolism of proteins,Metabolism of RNA,Cellular responses to stimuli"	"Nucleic acid binding"	"0.4"	"Neoplastic Process (T191)"	"disease"	"J3KQN4,P83881"	"C0152013"	"ENSG00000241343"	"6173"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"SLC4A7"	"0.75"	"0.65"	"solute carrier family 4 member 7"	"0.59976"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"3"	"280"	"1"	"17"	"238"	"0"	"R-HSA-162582,R-HSA-382551"	"Signal Transduction,Transport of small molecules"	"Transporter"	"0.4"	"Neoplastic Process (T191)"	"disease"	"B5M450,E9PFN4,Q9Y6M7"	"C0152013"	"ENSG00000033867"	"9497"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"SRM"	"0.63"	"0.68"	"spermidine synthase"	"0.63407"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"0"	"238"	"0"	"R-HSA-1430728"	"Metabolism"	"Enzyme"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P19623"	"C0152013"	"ENSG00000116649"	"6723"	"protein-coding"	"0"	"0"	"0"
